record_id,source,stream,pmid,doi,title,year,url,dedup_basis
R0341,previous evidence map,seed_evidence_map,40210645,10.1038/s41597-025-04733-2,"TAME Pain Data Release: Using Audio Signals to Characterize Pain / T.-Q. Dao, E. Schneiders, J. Williams [et al.]",,https://doi.org/10.1038/s41597-025-04733-2,DOI -> PMID -> normalized title
R0342,PubMed,scs,38276326,10.3390/s24020634,Targeting Transcutaneous Spinal Cord Stimulation Using a Supervised Machine Learning Approach Based on Mechanomyography.,2024,https://pubmed.ncbi.nlm.nih.gov/38276326/,DOI -> PMID -> normalized title
R0343,PubMed,scs,42677780,10.3897/folmed.68.e177992,Ten years of clinical experience with spinal cord stimulation for chronic pain: a retrospective cohort study and review of evolving stimulation paradigms.,2026,https://pubmed.ncbi.nlm.nih.gov/42677780/,DOI -> PMID -> normalized title
R0344,PubMed,pain_ml,35322975,NR,The Analysis of Pain Research through the Lens of Artificial Intelligence and Machine Learning.,2022,https://pubmed.ncbi.nlm.nih.gov/35322975/,DOI -> PMID -> normalized title
R0345,PubMed,scs,40394275,10.1007/s11916-025-01400-4,The Application of Artificial Intelligence to Enhance Spinal Cord Stimulation Efficacy for Chronic Pain Management: Current Evidence and Future Directions.,2025,https://pubmed.ncbi.nlm.nih.gov/40394275/,DOI -> PMID -> normalized title
R0346,previous evidence map,seed_evidence_map,30906508,10.1109/taffc.2015.2462830,"The Automatic Detection of Chronic Pain-Related Expression: Requirements, Challenges and the Multimodal EmoPain Dataset / M. S. H. Aung, S. Kaltwang, B. Romera-Paredes [et al.]",,https://doi.org/10.1109/TAFFC.2015.2462830,DOI -> PMID -> normalized title
R0347,previous evidence map,seed_evidence_map,NR,10.1109/cybconf.2013.6617456,"The BioVid Heat Pain Database: Data for the Advancement and Systematic Validation of an Automated Pain Recognition System / S. Walter, S. Gruss, H. Ehleiter [et al.]",,https://doi.org/10.1109/CYBConf.2013.6617456,DOI -> PMID -> normalized title
R0348,PubMed,pain_ml,36780223,10.2196/41992,The Clinical Suitability of an Artificial Intelligence-Enabled Pain Assessment Tool for Use in Infants: Feasibility and Usability Evaluation Study.,2023,https://pubmed.ncbi.nlm.nih.gov/36780223/,DOI -> PMID -> normalized title
R0349,PubMed,scs,42478905,10.2340/jrm.v58.45747,The Combined Use of Non-Invasive Neurostimulation with Interactive Digital Technologies in Spinal Cord Injury Rehabilitation: A Scoping Review.,2026,https://pubmed.ncbi.nlm.nih.gov/42478905/,DOI -> PMID -> normalized title
R0350,PubMed,scs,41139722,10.1038/s41393-025-01133-6,The effect of device-based neuromodulation on the motor recovery of patients with spinal cord injury.,2025,https://pubmed.ncbi.nlm.nih.gov/41139722/,DOI -> PMID -> normalized title
R0351,previous evidence map,seed_evidence_map,NR,10.1109/taffc.2024.3390837,"The EmoPain@Home Dataset: Capturing Pain Level and Activity Recognition for People with Chronic Pain in Their Homes / T. Olugbade, R. A. Buono, K. Potapov [et al.]",,https://doi.org/10.1109/TAFFC.2024.3390837,DOI -> PMID -> normalized title
R0352,previous evidence map,seed_evidence_map,34335157,10.3389/fnins.2021.673998,"The Evoked Compound Action Potential as a Predictor for Perception in Chronic Pain Patients: Tools for Automatic Spinal Cord Stimulator Programming and Control / J. G. Pilitsis, K. V. Chakravarthy, A. J. Will [et al.]",,https://doi.org/10.3389/fnins.2021.673998,DOI -> PMID -> normalized title
R0353,PubMed,datasets,29869557,10.2217/pmt-2018-0028,The human pain genetics database: an interview with Luda Diatchenko.,2018,https://pubmed.ncbi.nlm.nih.gov/29869557/,DOI -> PMID -> normalized title
R0354,PubMed,scs,41510853,10.4103/neurol-india.neurol-india-d-25-00281,The Integrated Application and Future Trends of Multimodal Neuromodulation Techniques in Spinal Cord Injury Rehabilitation.,2026,https://pubmed.ncbi.nlm.nih.gov/41510853/,DOI -> PMID -> normalized title
R0355,PubMed,scs,32166849,10.1111/ner.13138,The Long-Term Response to High-Dose Spinal Cord Stimulation in Patients With Failed Back Surgery Syndrome After Conversion From Standard Spinal Cord Stimulation: An Effectiveness and Prediction Study.,2021,https://pubmed.ncbi.nlm.nih.gov/32166849/,DOI -> PMID -> normalized title
R0356,PubMed,pain_ml,41963979,10.1186/s13030-026-00357-z,The medial prefrontal cortex as an integrative hub in chronic pain: network mechanisms and the enabling role of artificial intelligence.,2026,https://pubmed.ncbi.nlm.nih.gov/41963979/,DOI -> PMID -> normalized title
R0357,PubMed,pain_ml,41996452,10.2196/97777,The Need for Continued Investment in Digital Pain Assessment.,2026,https://pubmed.ncbi.nlm.nih.gov/41996452/,DOI -> PMID -> normalized title
R0358,PubMed,scs,38904643,10.1016/j.neurom.2024.04.006,The Neurostimulation Appropriateness Consensus Committee (NACC)®: Recommendations for Spinal Cord Stimulation Long-Term Outcome Optimization and Salvage Therapy.,2024,https://pubmed.ncbi.nlm.nih.gov/38904643/,DOI -> PMID -> normalized title
R0359,previous evidence map,seed_evidence_map,33782057,10.1136/bmj.n71,"The PRISMA 2020 statement: an updated guideline for reporting systematic reviews / M. J. Page, J. E. McKenzie, P. M. Bossuyt [et al.]",,https://pubmed.ncbi.nlm.nih.gov/33782057/,DOI -> PMID -> normalized title
R0360,previous evidence map,seed_evidence_map,32694387,10.1097/j.pain.0000000000001939,"The revised International Association for the Study of Pain definition of pain: concepts, challenges, and compromises / S. N. Raja, D. B. Carr, M. Cohen [et al.]",,https://pubmed.ncbi.nlm.nih.gov/32694387/,DOI -> PMID -> normalized title
R0361,PubMed,pain_ml,40247335,10.1186/s12916-025-04057-3,The story of pain in people with dementia: a rationale for digital measures.,2025,https://pubmed.ncbi.nlm.nih.gov/40247335/,DOI -> PMID -> normalized title
R0362,PubMed,pain_ml,29076307,10.1117/1.jbo.22.10.106013,Toward a functional near-infrared spectroscopy-based monitoring of pain assessment for nonverbal patients.,2017,https://pubmed.ncbi.nlm.nih.gov/29076307/,DOI -> PMID -> normalized title
R0363,PubMed,pain_ml,42122048,10.3390/diagnostics16091346,Toward Intelligent Emergency Triage: A Feasibility Study of Real-Time Facial Expression-Based Chest Pain Intensity Assessment.,2026,https://pubmed.ncbi.nlm.nih.gov/42122048/,DOI -> PMID -> normalized title
R0364,PubMed,pain_ml,40084580,10.1701/4460.44555,Towards artificial intelligence application in pain medicine.,2025,https://pubmed.ncbi.nlm.nih.gov/40084580/,DOI -> PMID -> normalized title
R0365,PubMed,pain_ml,42076555,10.3390/s26082447,Towards Intelligent Pain Monitoring Systems: A Survey of Recent Technologies and Methods.,2026,https://pubmed.ncbi.nlm.nih.gov/42076555/,DOI -> PMID -> normalized title
R0366,PubMed,pain_ml,34206077,10.3390/ani11061643,Towards Machine Recognition of Facial Expressions of Pain in Horses.,2021,https://pubmed.ncbi.nlm.nih.gov/34206077/,DOI -> PMID -> normalized title
R0367,PubMed,pain_ml,42422598,10.3389/frhs.2026.1829082,Towards person-centered pain management in dementia: usability of a digital medical device in Portuguese residential care facilities.,2026,https://pubmed.ncbi.nlm.nih.gov/42422598/,DOI -> PMID -> normalized title
R0368,PubMed; previous evidence map,pain_ml; seed_evidence_map,38124717,10.3389/fphys.2023.1294577,Transformer encoder with multiscale deep learning for pain classification using physiological signals.,2023,https://pubmed.ncbi.nlm.nih.gov/38124717/,DOI -> PMID -> normalized title
R0369,previous evidence map,seed_evidence_map,37137496,10.1136/bmj-2022-073538,"Transparent reporting of multivariable prediction models for individual prognosis or diagnosis: checklist for systematic reviews and meta-analyses (TRIPOD-SRMA) / K. I. E. Snell, B. Levis, J. A. A. Damen [et al.]",,https://doi.org/10.1136/bmj-2022-073538,DOI -> PMID -> normalized title
R0370,PubMed,pain_ml,32033240,10.3390/s20030839,Two-Stream Attention Network for Pain Recognition from Video Sequences.,2020,https://pubmed.ncbi.nlm.nih.gov/32033240/,DOI -> PMID -> normalized title
R0371,PubMed; previous evidence map,pain_ml; seed_evidence_map,39088473,10.1371/journal.pone.0307970,Uncertainty quantification in neural-network based pain intensity estimation.,2024,https://pubmed.ncbi.nlm.nih.gov/39088473/,DOI -> PMID -> normalized title
R0372,PubMed,pain_ml,33338024,10.1109/jbhi.2020.3045743,Unobtrusive Pain Monitoring in Older Adults With Dementia Using Pairwise and Contrastive Training.,2021,https://pubmed.ncbi.nlm.nih.gov/33338024/,DOI -> PMID -> normalized title
R0373,PubMed,pain_ml,31789599,10.2196/13671,Use of Mobile Health Apps and Wearable Technology to Assess Changes and Predict Pain During Treatment of Acute Pain in Sickle Cell Disease: Feasibility Study.,2019,https://pubmed.ncbi.nlm.nih.gov/31789599/,DOI -> PMID -> normalized title
R0374,PubMed,pain_ml,38083562,10.1109/embc40787.2023.10340199,Use of Wearable Sensor Device and Mobile Application for Objective Assessment of Pain in Post-surgical Patients: A Preliminary Study.,2023,https://pubmed.ncbi.nlm.nih.gov/38083562/,DOI -> PMID -> normalized title
R0375,PubMed,pain_ml,37237618,10.3390/bioengineering10050548,Using AI to Detect Pain through Facial Expressions: A Review.,2023,https://pubmed.ncbi.nlm.nih.gov/37237618/,DOI -> PMID -> normalized title
R0376,PubMed,pain_ml,36458955,10.1093/jamia/ocac231,Using artificial intelligence to improve pain assessment and pain management: a scoping review.,2023,https://pubmed.ncbi.nlm.nih.gov/36458955/,DOI -> PMID -> normalized title
R0377,PubMed,pain_ml,33408199,10.1136/bmjopen-2020-039292,Using sensor-fusion and machine-learning algorithms to assess acute pain in non-verbal infants: a study protocol.,2021,https://pubmed.ncbi.nlm.nih.gov/33408199/,DOI -> PMID -> normalized title
R0378,PubMed,pain_ml,36772482,10.3390/s23031443,Using the Electrocardiogram for Pain Classification under Emotional Contexts.,2023,https://pubmed.ncbi.nlm.nih.gov/36772482/,DOI -> PMID -> normalized title
R0379,PubMed,pain_ml,37627921,10.3390/diagnostics13162661,Video-Based versus On-Site Neonatal Pain Assessment in Neonatal Intensive Care Units: The Impact of Video-Based Neonatal Pain Assessment in Real-World Scenario on Pain Diagnosis and Its Artificial Intelligence Application.,2023,https://pubmed.ncbi.nlm.nih.gov/37627921/,DOI -> PMID -> normalized title
R0380,PubMed,pain_ml,33409286,10.3389/fmed.2020.566278,"""What About Automated Pain Recognition for Routine Clinical Use?"" A Survey of Physicians and Nursing Staff on Expectations, Requirements, and Acceptance.",2020,https://pubmed.ncbi.nlm.nih.gov/33409286/,DOI -> PMID -> normalized title
R0381,previous evidence map,seed_evidence_map,42621863,10.1016/j.dib.2026.113131,"Yıldırım E., Patlar Akbulut F. RheumaPain: a multimodal biosignal dataset for objective pain assessment in pediatric rheumatic diseases",,https://doi.org/10.1016/j.dib.2026.113131,DOI -> PMID -> normalized title
R0382,previous evidence map,seed_evidence_map,36409624,10.1097/j.pain.0000000000002825,"Zebhauser P. T., Hohn V. D., Ploner M. Resting-state electroencephalography and magnetoencephalography as biomarkers of chronic pain: a systematic review",,https://pubmed.ncbi.nlm.nih.gov/36409624/,DOI -> PMID -> normalized title
